""," Date "," Package "," Title "
"376","2017-02-23","tuckerR.mmgg","Three-Mode Principal Components Analysis"
"377","2017-02-22","bamlss","Bayesian Additive Models for Location Scale and Shape (and
Beyond)"
"378","2017-02-22","BayesSpec","Bayesian Spectral Analysis Techniques"
"379","2017-02-22","BCC1997","Calculation of Option Prices Based on a Universal Solution"
"380","2017-02-22","bsearchtools","Binary Search Tools"
"381","2017-02-22","CATT","The Cochran-Armitage Trend Test"
"382","2017-02-22","causaleffect","Deriving Expressions of Joint Interventional Distributions and
Transport Formulas in Causal Models"
"383","2017-02-22","choroplethrAdmin1","Contains an Administrative-Level-1 Map of the World"
"384","2017-02-22","DecorateR","Fit and Deploy DECORATE Trees"
"385","2017-02-22","gdpc","Generalized Dynamic Principal Components"
"386","2017-02-22","geosapi","GeoServer REST API R Interface"
"387","2017-02-22","h2o","R Interface for H2O"
"388","2017-02-22","harrietr","Wrangle Phylogenetic Distance Matrices and Other Utilities"
"389","2017-02-22","idendr0","Interactive Dendrograms"
"390","2017-02-22","Mangrove","Risk Prediction on Trees"
"391","2017-02-22","MatchIt","Nonparametric Preprocessing for Parametric Casual Inference"
"392","2017-02-22","medflex","Flexible Mediation Analysis Using Natural Effect Models"
"393","2017-02-22","mvPot","Multivariate Peaks-over-Threshold Modelling for Spatial Extreme
Events"
"394","2017-02-22","pcalg","Methods for Graphical Models and Causal Inference"
"395","2017-02-22","poplite","Tools for Simplifying the Population and Querying of SQLite
Databases"
"396","2017-02-22","R2OpenBUGS","Running OpenBUGS from R"
"397","2017-02-22","RcppBlaze","'Rcpp' Integration for the 'Blaze' High-Performance C++ Math
Library"
"398","2017-02-22","restriktor","Restricted Statistical Estimation and Inference for Linear
Models"
"399","2017-02-22","RMixpanel","API for Mixpanel"
"400","2017-02-22","rtk","Rarefaction Tool Kit"
"401","2017-02-22","RWiener","Wiener Process Distribution Functions"
"402","2017-02-22","SIBER","Stable Isotope Bayesian Ellipses in R"
"403","2017-02-22","spatstat.utils","Experimental Subset of 'spatstat' Utilities"
"404","2017-02-22","textclean","Text Cleaning Tools"
"405","2017-02-22","textshape","Tools for Reshaping Text"
"406","2017-02-22","TSP","Traveling Salesperson Problem (TSP)"
"407","2017-02-21","AMModels","Adaptive Management Model Manager"
"408","2017-02-21","ApacheLogProcessor","Process the Apache Web Server Log Files"
"409","2017-02-21","asnipe","Animal Social Network Inference and Permutations for Ecologists"
"410","2017-02-21","BAS","Bayesian Model Averaging using Bayesian Adaptive Sampling"
"411","2017-02-21","copCAR","Fitting the copCAR Regression Model for Discrete Areal Data"
"412","2017-02-21","csv","Read and Write CSV Files with Selected Conventions"
"413","2017-02-21","DSsim","Distance Sampling Simulations"
"414","2017-02-21","eurostat","Tools for Eurostat Open Data"
"415","2017-02-21","fastJT","Efficient Jonckheere-Terpstra Test Statistics for Robust Machine
Learning and Genome-Wide Association Studies"
"416","2017-02-21","fifer","A Biostatisticians Toolbox for Various Activities, Including
Plotting, Data Cleanup, and Data Analysis"
"417","2017-02-21","ggimage","Use Image in 'ggplot2'"
"418","2017-02-21","GraphKit","Estimating Structural Invariants of Graphical Models"
"419","2017-02-21","hisse","Hidden State Speciation and Extinction"
"420","2017-02-21","jmv","The 'jamovi' Analyses"
"421","2017-02-21","KernelKnn","Kernel k Nearest Neighbors"
"422","2017-02-21","KraljicMatrix","A Quantified Implementation of the Kraljic Matrix"
"423","2017-02-21","lclGWAS","Efficient Estimation of Discrete-Time Multivariate Frailty Model
Using Exact Likelihood Function for Grouped Survival Data"
"424","2017-02-21","leaflet","Create Interactive Web Maps with the JavaScript 'Leaflet'
Library"
"425","2017-02-21","lifecontingencies","Financial and Actuarial Mathematics for Life Contingencies"
"426","2017-02-21","mbbefd","Maxwell Boltzmann Bose Einstein Fermi Dirac Distribution and
Destruction Rate Modelling"
"427","2017-02-21","miceadds","Some Additional Multiple Imputation Functions, Especially for
'mice'"
"428","2017-02-21","mle.tools","Expected/Observed Fisher Information and Bias-Corrected Maximum
Likelihood Estimate(s)"
"429","2017-02-21","movMF","Mixtures of von Mises-Fisher Distributions"
"430","2017-02-21","NLP","Natural Language Processing Infrastructure"
"431","2017-02-21","nonpar","A Collection of Nonparametric Hypothesis Tests"
"432","2017-02-21","oem","Orthogonalizing EM"
"433","2017-02-21","Peptides","Calculate Indices and Theoretical Properties of Protein
Sequences"
"434","2017-02-21","RcmdrPlugin.EZR","R Commander Plug-in for the EZR (Easy R) Package"
"435","2017-02-21","replyr","Fluid Use of 'dplyr'"
"436","2017-02-21","RGBM","LS-TreeBoost and LAD-TreeBoost for Gene Regulatory Network
Reconstruction"
"437","2017-02-21","rmdformats","HTML Output Formats and Templates for 'rmarkdown' Documents"
"438","2017-02-21","rnaturalearthdata","World Vector Map Data from Natural Earth Used in 'rnaturalearth'"
"439","2017-02-21","rsdmx","Tools for Reading SDMX Data and Metadata"
"440","2017-02-21","RSNPset","Efficient Score Statistics for Genome-Wide SNP Set Analysis"
"441","2017-02-21","smapr","Acquisition and Processing of NASA Soil Moisture Active-Passive
(SMAP) Data"
"442","2017-02-21","SPAtest","Score Test Based on Saddlepoint Approximation"
"443","2017-02-21","stdvectors","C++ Standard Library Vectors in R"
"444","2017-02-21","tcgsaseq","Time-Course Gene Set Analysis for RNA-Seq Data"
"445","2017-02-21","vote","Election Vote Counting"
"446","2017-02-21","WARN","Weaning Age Reconstruction with Nitrogen Isotope Analysis"
"447","2017-02-20","AWR.KMS","A Simple Client to the 'AWS' Key Management Service"
"448","2017-02-20","batchtools","Tools for Computation on Batch Systems"
"449","2017-02-20","BayesFM","Bayesian Inference for Factor Modeling"
"450","2017-02-20","CEoptim","Cross-Entropy R Package for Optimization"
"451","2017-02-20","ChoR","Chordalysis R Package"
"452","2017-02-20","chron","Chronological Objects which can Handle Dates and Times"
"453","2017-02-20","clickR","Fix Data and Create Report Tables from Different Objects"
"454","2017-02-20","colorr","Color Palettes for EPL, MLB, NBA, NHL, and NFL Teams"
"455","2017-02-20","corehunter","Multi-Purpose Core Subset Selection"
"456","2017-02-20","date","Functions for Handling Dates"
"457","2017-02-20","dlib","Allow Access to the 'Dlib' C++ Library"
"458","2017-02-20","earth","Multivariate Adaptive Regression Splines"
"459","2017-02-20","ecospace","Simulating Community Assembly and Ecological Diversification
Using Ecospace Frameworks"
"460","2017-02-20","FactoMineR","Multivariate Exploratory Data Analysis and Data Mining"
"461","2017-02-20","fileplyr","Chunk Processing or Split-Apply-Combine on Delimited Files and
Distributed Dataframes"
"462","2017-02-20","genemodel","Gene Model Plotting in R"
"463","2017-02-20","glmmTMB","Generalized Linear Mixed Models using Template Model Builder"
"464","2017-02-20","gMOIP","'2D plots of linear or integer programming models'"
"465","2017-02-20","GSparO","Group Sparse Optimization"
"466","2017-02-20","jtGWAS","Efficient Jonckheere-Terpstra Test Statistics"
"467","2017-02-20","L1pack","Routines for L1 Estimation"
"468","2017-02-20","LendingClub","A Lending Club API Wrapper"
"469","2017-02-20","MXM","Discovering Multiple, Statistically-Equivalent Signatures"
"470","2017-02-20","OxyBS","Processing of Oxy-Bisulfite Microarray Data"
"471","2017-02-20","pawacc","Physical Activity with Accelerometers"
"472","2017-02-20","pollstR","Client for the HuffPost Pollster API"
"473","2017-02-20","Qtools","Utilities for Quantiles"
"474","2017-02-20","Rcoclust","Co-Clustering with Document-Term Matrix"
"475","2017-02-20","Rsymphony","SYMPHONY in R"
"476","2017-02-20","SGPdata","Exemplar Data Sets for SGP Analyses"
"477","2017-02-20","skmeans","Spherical k-Means Clustering"
"478","2017-02-20","survRM2","Comparing Restricted Mean Survival Time"
"479","2017-02-20","tau","Text Analysis Utilities"
"480","2017-02-20","textcat","N-Gram Based Text Categorization"
"481","2017-02-20","tseries","Time Series Analysis and Computational Finance"
"482","2017-02-20","W3CMarkupValidator","R Interface to W3C Markup Validation Services"
"483","2017-02-20","wrangle","A Systematic Data Wrangling Idiom"
"484","2017-02-19","eAnalytics","Dynamic Web-Based Analytics for the Energy Industry"
"485","2017-02-19","fitur","Fit Univariate Distributions"
"486","2017-02-19","future","Unified Parallel and Distributed Processing in R for Everyone"
"487","2017-02-19","ggthemes","Extra Themes, Scales and Geoms for 'ggplot2'"
"488","2017-02-19","gofastr","Fast DocumentTermMatrix and TermDocumentMatrix Creation"
"489","2017-02-19","padr","Quickly Get Datetime Data Ready for Analysis"
"490","2017-02-19","ROCt","Time-Dependent ROC Curve Estimators and Expected Utility
Functions"
"491","2017-02-19","syllable","A Small Collection of Syllable Counting Functions"
"492","2017-02-19","textreadr","Read Text Documents into R"
"493","2017-02-19","upmfit","Unified Probability Model Fitting"
"494","2017-02-18","ALA4R","Atlas of Living Australia (ALA) Data and Resources in R"
"495","2017-02-18","AMCP","A Model Comparison Perspective"
"496","2017-02-18","AutoDeskR","An Interface to the 'AutoDesk' 'API' Platform"
"497","2017-02-18","bioimagetools","Tools for Microscopy Imaging"
"498","2017-02-18","encode","Represent Ordered Lists and Pairs as Strings"
"499","2017-02-18","gets","General-to-Specific (GETS) Modelling and Indicator Saturation
Methods"
"500","2017-02-18","GHap","Genome-Wide Haplotyping"
"501","2017-02-18","helsinki","R Tools for Helsinki Open Data"
"502","2017-02-18","merDeriv","Case-Wise and Cluster-Wise Derivatives for Mixed Effects Models"
"503","2017-02-18","mice","Multivariate Imputation by Chained Equations"
"504","2017-02-18","mixtox","Curve Fitting and Mixture Toxicity Assessment"
"505","2017-02-18","msaenet","Multi-Step Adaptive Estimation Methods for Sparse Regressions"
"506","2017-02-18","mvnfast","Fast Multivariate Normal and Student's t Methods"
"507","2017-02-18","pdfetch","Fetch Economic and Financial Time Series Data from Public
Sources"
"508","2017-02-18","stringr","Simple, Consistent Wrappers for Common String Operations"
"509","2017-02-18","yorkr","Analyze Cricket Performances Based on Data from Cricsheet"
"510","2017-02-17","bayesmeta","Bayesian Random-Effects Meta-Analysis"
"511","2017-02-17","BDWreg","Bayesian Inference for Discrete Weibull Regression"
"512","2017-02-17","BioPET","Biomarker Prognostic Enrichment Tool"
"513","2017-02-17","bmlm","Bayesian Multilevel Mediation"
"514","2017-02-17","CATkit","Chronomics Analysis Toolkit (CAT): Analyze Periodicity"
"515","2017-02-17","compareGroups","Descriptive Analysis by Groups"
"516","2017-02-17","compound.Cox","Estimation, Gene Selection, and Survival Prediction Based on the
Compound Covariate Method Under the Cox Proportional Hazard
Model"
"517","2017-02-17","crul","HTTP Client"
"518","2017-02-17","dataseries","Switzerland's Data Series in One Place"
"519","2017-02-17","ecoseries","An R Interface to Brazilian Central Bank and Sidra APIs and the
IPEA Data"
"520","2017-02-17","educineq","Compute and Decompose Inequality in Education"
"521","2017-02-17","EMMLi","A Maximum Likelihood Approach to the Analysis of Modularity"
"522","2017-02-17","enigma","Client for the 'Enigma' 'API'"
"523","2017-02-17","FactorsR","Identification of the Factors Affecting Species Richness"
"524","2017-02-17","gglogo","Geom for Logo Sequence Plots"
"525","2017-02-17","jmuOutlier","Permutation Tests for Nonparametric Statistics"
"526","2017-02-17","jmvcore","Dependencies for the 'jamovi' Framework"
"527","2017-02-17","keyringr","Decrypt Passwords from Gnome Keyring, Windows Data Protection
API and macOS Keychain"
"528","2017-02-17","LCF","Linear Combination Fitting"
"529","2017-02-17","lmvar","Linear Regression with Non-Constant Variances"
"530","2017-02-17","marinespeed","Benchmark Data Sets and Functions for Marine Species
Distribution Modelling"
"531","2017-02-17","missDeaths","Simulating and Analyzing Time to Event Data in the Presence of
Population Mortality"
"532","2017-02-17","monitoR","Acoustic Template Detection in R"
"533","2017-02-17","paramGUI","A Shiny GUI for some Parameter Estimation Examples"
"534","2017-02-17","pca3d","Three Dimensional PCA Plots"
"535","2017-02-17","PowerUpR","Power Analysis Tools for Multilevel Randomized Experiments"
"536","2017-02-17","prcr","Person-Centered Analysis"
"537","2017-02-17","PTXQC","Quality Report Generation for MaxQuant Results"
"538","2017-02-17","riverplot","Sankey or Ribbon Plots"
"539","2017-02-17","rpart.plot","Plot 'rpart' Models: An Enhanced Version of 'plot.rpart'"
"540","2017-02-17","RPushbullet","R Interface to the Pushbullet Messaging Service"
"541","2017-02-17","tsiR","An Implementation of the TSIR Model"
"542","2017-02-17","WVPlots","Common Plots for Analysis"
"543","2017-02-16","asymmetry","Visualizing Asymmetric Data"
"544","2017-02-16","Ckmeans.1d.dp","Optimal and Fast Univariate Clustering"
"545","2017-02-16","covafillr","Local Polynomial Regression of State Dependent Covariates in
State-Space Models"
"546","2017-02-16","demography","Forecasting Mortality, Fertility, Migration and Population Data"
"547","2017-02-16","easySdcTable","Easy Interface to the Statistical Disclosure Control Package
'sdcTable'"
"548","2017-02-16","EMSaov","The Analysis of Variance with EMS"
"549","2017-02-16","exact2x2","Exact Tests and Confidence Intervals for 2x2 Tables"
"550","2017-02-16","flexCWM","Flexible Cluster-Weighted Modeling"
"551","2017-02-16","geigen","Calculate Generalized Eigenvalues, the Generalized Schur
Decomposition and the Generalized Singular Value Decomposition
of a Matrix Pair with Lapack"
"552","2017-02-16","ggfortify","Data Visualization Tools for Statistical Analysis Results"
"553","2017-02-16","hqreg","Regularization Paths for Lasso or Elastic-Net Penalized Huber
Loss Regression and Quantile Regression"
"554","2017-02-16","mdscore","Improved Score Tests for Generalized Linear Models"
"555","2017-02-16","metricTester","Test Metric and Null Model Statistical Performance"
"556","2017-02-16","MODISTools","MODIS Subsetting Tools"
"557","2017-02-16","networkD3","D3 JavaScript Network Graphs from R"
"558","2017-02-16","odeintr","C++ ODE Solvers Compiled on-Demand"
"559","2017-02-16","opusminer","OPUS Miner Algorithm for Filtered Top-k Association Discovery"
"560","2017-02-16","papeR","A Toolbox for Writing Pretty Papers and Reports"
"561","2017-02-16","powerMediation","Power/Sample Size Calculation for Mediation Analysis"
"562","2017-02-16","prob","Elementary Probability on Finite Sample Spaces"
